Gtype 1
Gr1_inner 53
Gr1_outer 85
Gr2_inner 53
Gr2_outer 85
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 17 0 0 -14 -82 -210 3.8 3.8 40 0 0 0
Tower 0 17 1 0 -14 -78 -210 3.8 3.8 40 0 0 0
Tower 0 17 2 0 -14 -74 -210 3.8 3.8 40 0 0 0
Tower 0 17 3 0 -14 -70 -210 3.8 3.8 40 0 0 0
Tower 0 17 4 0 -14 -66 -210 3.8 3.8 40 0 0 0
Tower 0 17 5 0 -14 -62 -210 3.8 3.8 40 0 0 0
Tower 0 17 6 0 -14 -58 -210 3.8 3.8 40 0 0 0
Tower 0 17 7 0 -14 -54 -210 3.8 3.8 40 0 0 0
Tower 0 17 34 0 -14 54 -210 3.8 3.8 40 0 0 0
Tower 0 17 35 0 -14 58 -210 3.8 3.8 40 0 0 0
Tower 0 17 36 0 -14 62 -210 3.8 3.8 40 0 0 0
Tower 0 17 37 0 -14 66 -210 3.8 3.8 40 0 0 0
Tower 0 17 38 0 -14 70 -210 3.8 3.8 40 0 0 0
Tower 0 17 39 0 -14 74 -210 3.8 3.8 40 0 0 0
Tower 0 17 40 0 -14 78 -210 3.8 3.8 40 0 0 0
Tower 0 17 41 0 -14 82 -210 3.8 3.8 40 0 0 0
Tower 0 18 0 0 -10 -82 -210 3.8 3.8 40 0 0 0
Tower 0 18 1 0 -10 -78 -210 3.8 3.8 40 0 0 0
Tower 0 18 2 0 -10 -74 -210 3.8 3.8 40 0 0 0
Tower 0 18 3 0 -10 -70 -210 3.8 3.8 40 0 0 0
Tower 0 18 4 0 -10 -66 -210 3.8 3.8 40 0 0 0
Tower 0 18 5 0 -10 -62 -210 3.8 3.8 40 0 0 0
Tower 0 18 6 0 -10 -58 -210 3.8 3.8 40 0 0 0
Tower 0 18 7 0 -10 -54 -210 3.8 3.8 40 0 0 0
Tower 0 18 34 0 -10 54 -210 3.8 3.8 40 0 0 0
Tower 0 18 35 0 -10 58 -210 3.8 3.8 40 0 0 0
Tower 0 18 36 0 -10 62 -210 3.8 3.8 40 0 0 0
Tower 0 18 37 0 -10 66 -210 3.8 3.8 40 0 0 0
Tower 0 18 38 0 -10 70 -210 3.8 3.8 40 0 0 0
Tower 0 18 39 0 -10 74 -210 3.8 3.8 40 0 0 0
Tower 0 18 40 0 -10 78 -210 3.8 3.8 40 0 0 0
Tower 0 18 41 0 -10 82 -210 3.8 3.8 40 0 0 0
Tower 0 19 0 0 -6 -82 -210 3.8 3.8 40 0 0 0
Tower 0 19 1 0 -6 -78 -210 3.8 3.8 40 0 0 0
Tower 0 19 2 0 -6 -74 -210 3.8 3.8 40 0 0 0
Tower 0 19 3 0 -6 -70 -210 3.8 3.8 40 0 0 0
Tower 0 19 4 0 -6 -66 -210 3.8 3.8 40 0 0 0
Tower 0 19 5 0 -6 -62 -210 3.8 3.8 40 0 0 0
Tower 0 19 6 0 -6 -58 -210 3.8 3.8 40 0 0 0
Tower 0 19 7 0 -6 -54 -210 3.8 3.8 40 0 0 0
Tower 0 19 34 0 -6 54 -210 3.8 3.8 40 0 0 0
Tower 0 19 35 0 -6 58 -210 3.8 3.8 40 0 0 0
Tower 0 19 36 0 -6 62 -210 3.8 3.8 40 0 0 0
Tower 0 19 37 0 -6 66 -210 3.8 3.8 40 0 0 0
Tower 0 19 38 0 -6 70 -210 3.8 3.8 40 0 0 0
Tower 0 19 39 0 -6 74 -210 3.8 3.8 40 0 0 0
Tower 0 19 40 0 -6 78 -210 3.8 3.8 40 0 0 0
Tower 0 19 41 0 -6 82 -210 3.8 3.8 40 0 0 0
Tower 0 20 0 0 -2 -82 -210 3.8 3.8 40 0 0 0
Tower 0 20 1 0 -2 -78 -210 3.8 3.8 40 0 0 0
Tower 0 20 2 0 -2 -74 -210 3.8 3.8 40 0 0 0
Tower 0 20 3 0 -2 -70 -210 3.8 3.8 40 0 0 0
Tower 0 20 4 0 -2 -66 -210 3.8 3.8 40 0 0 0
Tower 0 20 5 0 -2 -62 -210 3.8 3.8 40 0 0 0
Tower 0 20 6 0 -2 -58 -210 3.8 3.8 40 0 0 0
Tower 0 20 7 0 -2 -54 -210 3.8 3.8 40 0 0 0
Tower 0 20 34 0 -2 54 -210 3.8 3.8 40 0 0 0
Tower 0 20 35 0 -2 58 -210 3.8 3.8 40 0 0 0
Tower 0 20 36 0 -2 62 -210 3.8 3.8 40 0 0 0
Tower 0 20 37 0 -2 66 -210 3.8 3.8 40 0 0 0
Tower 0 20 38 0 -2 70 -210 3.8 3.8 40 0 0 0
Tower 0 20 39 0 -2 74 -210 3.8 3.8 40 0 0 0
Tower 0 20 40 0 -2 78 -210 3.8 3.8 40 0 0 0
Tower 0 20 41 0 -2 82 -210 3.8 3.8 40 0 0 0
Tower 0 21 0 0 2 -82 -210 3.8 3.8 40 0 0 0
Tower 0 21 1 0 2 -78 -210 3.8 3.8 40 0 0 0
Tower 0 21 2 0 2 -74 -210 3.8 3.8 40 0 0 0
Tower 0 21 3 0 2 -70 -210 3.8 3.8 40 0 0 0
Tower 0 21 4 0 2 -66 -210 3.8 3.8 40 0 0 0
Tower 0 21 5 0 2 -62 -210 3.8 3.8 40 0 0 0
Tower 0 21 6 0 2 -58 -210 3.8 3.8 40 0 0 0
Tower 0 21 7 0 2 -54 -210 3.8 3.8 40 0 0 0
Tower 0 21 34 0 2 54 -210 3.8 3.8 40 0 0 0
Tower 0 21 35 0 2 58 -210 3.8 3.8 40 0 0 0
Tower 0 21 36 0 2 62 -210 3.8 3.8 40 0 0 0
Tower 0 21 37 0 2 66 -210 3.8 3.8 40 0 0 0
Tower 0 21 38 0 2 70 -210 3.8 3.8 40 0 0 0
Tower 0 21 39 0 2 74 -210 3.8 3.8 40 0 0 0
Tower 0 21 40 0 2 78 -210 3.8 3.8 40 0 0 0
Tower 0 21 41 0 2 82 -210 3.8 3.8 40 0 0 0
Tower 0 22 0 0 6 -82 -210 3.8 3.8 40 0 0 0
Tower 0 22 1 0 6 -78 -210 3.8 3.8 40 0 0 0
Tower 0 22 2 0 6 -74 -210 3.8 3.8 40 0 0 0
Tower 0 22 3 0 6 -70 -210 3.8 3.8 40 0 0 0
Tower 0 22 4 0 6 -66 -210 3.8 3.8 40 0 0 0
Tower 0 22 5 0 6 -62 -210 3.8 3.8 40 0 0 0
Tower 0 22 6 0 6 -58 -210 3.8 3.8 40 0 0 0
Tower 0 22 7 0 6 -54 -210 3.8 3.8 40 0 0 0
Tower 0 22 34 0 6 54 -210 3.8 3.8 40 0 0 0
Tower 0 22 35 0 6 58 -210 3.8 3.8 40 0 0 0
Tower 0 22 36 0 6 62 -210 3.8 3.8 40 0 0 0
Tower 0 22 37 0 6 66 -210 3.8 3.8 40 0 0 0
Tower 0 22 38 0 6 70 -210 3.8 3.8 40 0 0 0
Tower 0 22 39 0 6 74 -210 3.8 3.8 40 0 0 0
Tower 0 22 40 0 6 78 -210 3.8 3.8 40 0 0 0
Tower 0 22 41 0 6 82 -210 3.8 3.8 40 0 0 0
Tower 0 23 0 0 10 -82 -210 3.8 3.8 40 0 0 0
Tower 0 23 1 0 10 -78 -210 3.8 3.8 40 0 0 0
Tower 0 23 2 0 10 -74 -210 3.8 3.8 40 0 0 0
Tower 0 23 3 0 10 -70 -210 3.8 3.8 40 0 0 0
Tower 0 23 4 0 10 -66 -210 3.8 3.8 40 0 0 0
Tower 0 23 5 0 10 -62 -210 3.8 3.8 40 0 0 0
Tower 0 23 6 0 10 -58 -210 3.8 3.8 40 0 0 0
Tower 0 23 7 0 10 -54 -210 3.8 3.8 40 0 0 0
Tower 0 23 34 0 10 54 -210 3.8 3.8 40 0 0 0
Tower 0 23 35 0 10 58 -210 3.8 3.8 40 0 0 0
Tower 0 23 36 0 10 62 -210 3.8 3.8 40 0 0 0
Tower 0 23 37 0 10 66 -210 3.8 3.8 40 0 0 0
Tower 0 23 38 0 10 70 -210 3.8 3.8 40 0 0 0
Tower 0 23 39 0 10 74 -210 3.8 3.8 40 0 0 0
Tower 0 23 40 0 10 78 -210 3.8 3.8 40 0 0 0
Tower 0 23 41 0 10 82 -210 3.8 3.8 40 0 0 0
Tower 0 24 0 0 14 -82 -210 3.8 3.8 40 0 0 0
Tower 0 24 1 0 14 -78 -210 3.8 3.8 40 0 0 0
Tower 0 24 2 0 14 -74 -210 3.8 3.8 40 0 0 0
Tower 0 24 3 0 14 -70 -210 3.8 3.8 40 0 0 0
Tower 0 24 4 0 14 -66 -210 3.8 3.8 40 0 0 0
Tower 0 24 5 0 14 -62 -210 3.8 3.8 40 0 0 0
Tower 0 24 6 0 14 -58 -210 3.8 3.8 40 0 0 0
Tower 0 24 7 0 14 -54 -210 3.8 3.8 40 0 0 0
Tower 0 24 34 0 14 54 -210 3.8 3.8 40 0 0 0
Tower 0 24 35 0 14 58 -210 3.8 3.8 40 0 0 0
Tower 0 24 36 0 14 62 -210 3.8 3.8 40 0 0 0
Tower 0 24 37 0 14 66 -210 3.8 3.8 40 0 0 0
Tower 0 24 38 0 14 70 -210 3.8 3.8 40 0 0 0
Tower 0 24 39 0 14 74 -210 3.8 3.8 40 0 0 0
Tower 0 24 40 0 14 78 -210 3.8 3.8 40 0 0 0
Tower 0 24 41 0 14 82 -210 3.8 3.8 40 0 0 0
Tower 0 25 0 0 18 -82 -210 3.8 3.8 40 0 0 0
Tower 0 25 1 0 18 -78 -210 3.8 3.8 40 0 0 0
Tower 0 25 2 0 18 -74 -210 3.8 3.8 40 0 0 0
Tower 0 25 3 0 18 -70 -210 3.8 3.8 40 0 0 0
Tower 0 25 4 0 18 -66 -210 3.8 3.8 40 0 0 0
Tower 0 25 5 0 18 -62 -210 3.8 3.8 40 0 0 0
Tower 0 25 6 0 18 -58 -210 3.8 3.8 40 0 0 0
Tower 0 25 7 0 18 -54 -210 3.8 3.8 40 0 0 0
Tower 0 25 8 0 18 -50 -210 3.8 3.8 40 0 0 0
Tower 0 25 33 0 18 50 -210 3.8 3.8 40 0 0 0
Tower 0 25 34 0 18 54 -210 3.8 3.8 40 0 0 0
Tower 0 25 35 0 18 58 -210 3.8 3.8 40 0 0 0
Tower 0 25 36 0 18 62 -210 3.8 3.8 40 0 0 0
Tower 0 25 37 0 18 66 -210 3.8 3.8 40 0 0 0
Tower 0 25 38 0 18 70 -210 3.8 3.8 40 0 0 0
Tower 0 25 39 0 18 74 -210 3.8 3.8 40 0 0 0
Tower 0 25 40 0 18 78 -210 3.8 3.8 40 0 0 0
Tower 0 25 41 0 18 82 -210 3.8 3.8 40 0 0 0
Tower 0 26 0 0 22 -82 -210 3.8 3.8 40 0 0 0
Tower 0 26 1 0 22 -78 -210 3.8 3.8 40 0 0 0
Tower 0 26 2 0 22 -74 -210 3.8 3.8 40 0 0 0
Tower 0 26 3 0 22 -70 -210 3.8 3.8 40 0 0 0
Tower 0 26 4 0 22 -66 -210 3.8 3.8 40 0 0 0
Tower 0 26 5 0 22 -62 -210 3.8 3.8 40 0 0 0
Tower 0 26 6 0 22 -58 -210 3.8 3.8 40 0 0 0
Tower 0 26 7 0 22 -54 -210 3.8 3.8 40 0 0 0
Tower 0 26 8 0 22 -50 -210 3.8 3.8 40 0 0 0
Tower 0 26 33 0 22 50 -210 3.8 3.8 40 0 0 0
Tower 0 26 34 0 22 54 -210 3.8 3.8 40 0 0 0
Tower 0 26 35 0 22 58 -210 3.8 3.8 40 0 0 0
Tower 0 26 36 0 22 62 -210 3.8 3.8 40 0 0 0
Tower 0 26 37 0 22 66 -210 3.8 3.8 40 0 0 0
Tower 0 26 38 0 22 70 -210 3.8 3.8 40 0 0 0
Tower 0 26 39 0 22 74 -210 3.8 3.8 40 0 0 0
Tower 0 26 40 0 22 78 -210 3.8 3.8 40 0 0 0
Tower 0 26 41 0 22 82 -210 3.8 3.8 40 0 0 0
Tower 0 27 1 0 26 -78 -210 3.8 3.8 40 0 0 0
Tower 0 27 2 0 26 -74 -210 3.8 3.8 40 0 0 0
Tower 0 27 3 0 26 -70 -210 3.8 3.8 40 0 0 0
Tower 0 27 4 0 26 -66 -210 3.8 3.8 40 0 0 0
Tower 0 27 5 0 26 -62 -210 3.8 3.8 40 0 0 0
Tower 0 27 6 0 26 -58 -210 3.8 3.8 40 0 0 0
Tower 0 27 7 0 26 -54 -210 3.8 3.8 40 0 0 0
Tower 0 27 8 0 26 -50 -210 3.8 3.8 40 0 0 0
Tower 0 27 33 0 26 50 -210 3.8 3.8 40 0 0 0
Tower 0 27 34 0 26 54 -210 3.8 3.8 40 0 0 0
Tower 0 27 35 0 26 58 -210 3.8 3.8 40 0 0 0
Tower 0 27 36 0 26 62 -210 3.8 3.8 40 0 0 0
Tower 0 27 37 0 26 66 -210 3.8 3.8 40 0 0 0
Tower 0 27 38 0 26 70 -210 3.8 3.8 40 0 0 0
Tower 0 27 39 0 26 74 -210 3.8 3.8 40 0 0 0
Tower 0 27 40 0 26 78 -210 3.8 3.8 40 0 0 0
Tower 0 28 1 0 30 -78 -210 3.8 3.8 40 0 0 0
Tower 0 28 2 0 30 -74 -210 3.8 3.8 40 0 0 0
Tower 0 28 3 0 30 -70 -210 3.8 3.8 40 0 0 0
Tower 0 28 4 0 30 -66 -210 3.8 3.8 40 0 0 0
Tower 0 28 5 0 30 -62 -210 3.8 3.8 40 0 0 0
Tower 0 28 6 0 30 -58 -210 3.8 3.8 40 0 0 0
Tower 0 28 7 0 30 -54 -210 3.8 3.8 40 0 0 0
Tower 0 28 8 0 30 -50 -210 3.8 3.8 40 0 0 0
Tower 0 28 9 0 30 -46 -210 3.8 3.8 40 0 0 0
Tower 0 28 32 0 30 46 -210 3.8 3.8 40 0 0 0
Tower 0 28 33 0 30 50 -210 3.8 3.8 40 0 0 0
Tower 0 28 34 0 30 54 -210 3.8 3.8 40 0 0 0
Tower 0 28 35 0 30 58 -210 3.8 3.8 40 0 0 0
Tower 0 28 36 0 30 62 -210 3.8 3.8 40 0 0 0
Tower 0 28 37 0 30 66 -210 3.8 3.8 40 0 0 0
Tower 0 28 38 0 30 70 -210 3.8 3.8 40 0 0 0
Tower 0 28 39 0 30 74 -210 3.8 3.8 40 0 0 0
Tower 0 28 40 0 30 78 -210 3.8 3.8 40 0 0 0
Tower 0 29 2 0 34 -74 -210 3.8 3.8 40 0 0 0
Tower 0 29 3 0 34 -70 -210 3.8 3.8 40 0 0 0
Tower 0 29 4 0 34 -66 -210 3.8 3.8 40 0 0 0
Tower 0 29 5 0 34 -62 -210 3.8 3.8 40 0 0 0
Tower 0 29 6 0 34 -58 -210 3.8 3.8 40 0 0 0
Tower 0 29 7 0 34 -54 -210 3.8 3.8 40 0 0 0
Tower 0 29 8 0 34 -50 -210 3.8 3.8 40 0 0 0
Tower 0 29 9 0 34 -46 -210 3.8 3.8 40 0 0 0
Tower 0 29 10 0 34 -42 -210 3.8 3.8 40 0 0 0
Tower 0 29 31 0 34 42 -210 3.8 3.8 40 0 0 0
Tower 0 29 32 0 34 46 -210 3.8 3.8 40 0 0 0
Tower 0 29 33 0 34 50 -210 3.8 3.8 40 0 0 0
Tower 0 29 34 0 34 54 -210 3.8 3.8 40 0 0 0
Tower 0 29 35 0 34 58 -210 3.8 3.8 40 0 0 0
Tower 0 29 36 0 34 62 -210 3.8 3.8 40 0 0 0
Tower 0 29 37 0 34 66 -210 3.8 3.8 40 0 0 0
Tower 0 29 38 0 34 70 -210 3.8 3.8 40 0 0 0
Tower 0 29 39 0 34 74 -210 3.8 3.8 40 0 0 0
Tower 0 30 2 0 38 -74 -210 3.8 3.8 40 0 0 0
Tower 0 30 3 0 38 -70 -210 3.8 3.8 40 0 0 0
Tower 0 30 4 0 38 -66 -210 3.8 3.8 40 0 0 0
Tower 0 30 5 0 38 -62 -210 3.8 3.8 40 0 0 0
Tower 0 30 6 0 38 -58 -210 3.8 3.8 40 0 0 0
Tower 0 30 7 0 38 -54 -210 3.8 3.8 40 0 0 0
Tower 0 30 8 0 38 -50 -210 3.8 3.8 40 0 0 0
Tower 0 30 9 0 38 -46 -210 3.8 3.8 40 0 0 0
Tower 0 30 10 0 38 -42 -210 3.8 3.8 40 0 0 0
Tower 0 30 11 0 38 -38 -210 3.8 3.8 40 0 0 0
Tower 0 30 30 0 38 38 -210 3.8 3.8 40 0 0 0
Tower 0 30 31 0 38 42 -210 3.8 3.8 40 0 0 0
Tower 0 30 32 0 38 46 -210 3.8 3.8 40 0 0 0
Tower 0 30 33 0 38 50 -210 3.8 3.8 40 0 0 0
Tower 0 30 34 0 38 54 -210 3.8 3.8 40 0 0 0
Tower 0 30 35 0 38 58 -210 3.8 3.8 40 0 0 0
Tower 0 30 36 0 38 62 -210 3.8 3.8 40 0 0 0
Tower 0 30 37 0 38 66 -210 3.8 3.8 40 0 0 0
Tower 0 30 38 0 38 70 -210 3.8 3.8 40 0 0 0
Tower 0 30 39 0 38 74 -210 3.8 3.8 40 0 0 0
Tower 0 31 3 0 42 -70 -210 3.8 3.8 40 0 0 0
Tower 0 31 4 0 42 -66 -210 3.8 3.8 40 0 0 0
Tower 0 31 5 0 42 -62 -210 3.8 3.8 40 0 0 0
Tower 0 31 6 0 42 -58 -210 3.8 3.8 40 0 0 0
Tower 0 31 7 0 42 -54 -210 3.8 3.8 40 0 0 0
Tower 0 31 8 0 42 -50 -210 3.8 3.8 40 0 0 0
Tower 0 31 9 0 42 -46 -210 3.8 3.8 40 0 0 0
Tower 0 31 10 0 42 -42 -210 3.8 3.8 40 0 0 0
Tower 0 31 11 0 42 -38 -210 3.8 3.8 40 0 0 0
Tower 0 31 12 0 42 -34 -210 3.8 3.8 40 0 0 0
Tower 0 31 29 0 42 34 -210 3.8 3.8 40 0 0 0
Tower 0 31 30 0 42 38 -210 3.8 3.8 40 0 0 0
Tower 0 31 31 0 42 42 -210 3.8 3.8 40 0 0 0
Tower 0 31 32 0 42 46 -210 3.8 3.8 40 0 0 0
Tower 0 31 33 0 42 50 -210 3.8 3.8 40 0 0 0
Tower 0 31 34 0 42 54 -210 3.8 3.8 40 0 0 0
Tower 0 31 35 0 42 58 -210 3.8 3.8 40 0 0 0
Tower 0 31 36 0 42 62 -210 3.8 3.8 40 0 0 0
Tower 0 31 37 0 42 66 -210 3.8 3.8 40 0 0 0
Tower 0 31 38 0 42 70 -210 3.8 3.8 40 0 0 0
Tower 0 32 3 0 46 -70 -210 3.8 3.8 40 0 0 0
Tower 0 32 4 0 46 -66 -210 3.8 3.8 40 0 0 0
Tower 0 32 5 0 46 -62 -210 3.8 3.8 40 0 0 0
Tower 0 32 6 0 46 -58 -210 3.8 3.8 40 0 0 0
Tower 0 32 7 0 46 -54 -210 3.8 3.8 40 0 0 0
Tower 0 32 8 0 46 -50 -210 3.8 3.8 40 0 0 0
Tower 0 32 9 0 46 -46 -210 3.8 3.8 40 0 0 0
Tower 0 32 10 0 46 -42 -210 3.8 3.8 40 0 0 0
Tower 0 32 11 0 46 -38 -210 3.8 3.8 40 0 0 0
Tower 0 32 12 0 46 -34 -210 3.8 3.8 40 0 0 0
Tower 0 32 13 0 46 -30 -210 3.8 3.8 40 0 0 0
Tower 0 32 28 0 46 30 -210 3.8 3.8 40 0 0 0
Tower 0 32 29 0 46 34 -210 3.8 3.8 40 0 0 0
Tower 0 32 30 0 46 38 -210 3.8 3.8 40 0 0 0
Tower 0 32 31 0 46 42 -210 3.8 3.8 40 0 0 0
Tower 0 32 32 0 46 46 -210 3.8 3.8 40 0 0 0
Tower 0 32 33 0 46 50 -210 3.8 3.8 40 0 0 0
Tower 0 32 34 0 46 54 -210 3.8 3.8 40 0 0 0
Tower 0 32 35 0 46 58 -210 3.8 3.8 40 0 0 0
Tower 0 32 36 0 46 62 -210 3.8 3.8 40 0 0 0
Tower 0 32 37 0 46 66 -210 3.8 3.8 40 0 0 0
Tower 0 32 38 0 46 70 -210 3.8 3.8 40 0 0 0
Tower 0 33 4 0 50 -66 -210 3.8 3.8 40 0 0 0
Tower 0 33 5 0 50 -62 -210 3.8 3.8 40 0 0 0
Tower 0 33 6 0 50 -58 -210 3.8 3.8 40 0 0 0
Tower 0 33 7 0 50 -54 -210 3.8 3.8 40 0 0 0
Tower 0 33 8 0 50 -50 -210 3.8 3.8 40 0 0 0
Tower 0 33 9 0 50 -46 -210 3.8 3.8 40 0 0 0
Tower 0 33 10 0 50 -42 -210 3.8 3.8 40 0 0 0
Tower 0 33 11 0 50 -38 -210 3.8 3.8 40 0 0 0
Tower 0 33 12 0 50 -34 -210 3.8 3.8 40 0 0 0
Tower 0 33 13 0 50 -30 -210 3.8 3.8 40 0 0 0
Tower 0 33 14 0 50 -26 -210 3.8 3.8 40 0 0 0
Tower 0 33 15 0 50 -22 -210 3.8 3.8 40 0 0 0
Tower 0 33 16 0 50 -18 -210 3.8 3.8 40 0 0 0
Tower 0 33 25 0 50 18 -210 3.8 3.8 40 0 0 0
Tower 0 33 26 0 50 22 -210 3.8 3.8 40 0 0 0
Tower 0 33 27 0 50 26 -210 3.8 3.8 40 0 0 0
Tower 0 33 28 0 50 30 -210 3.8 3.8 40 0 0 0
Tower 0 33 29 0 50 34 -210 3.8 3.8 40 0 0 0
Tower 0 33 30 0 50 38 -210 3.8 3.8 40 0 0 0
Tower 0 33 31 0 50 42 -210 3.8 3.8 40 0 0 0
Tower 0 33 32 0 50 46 -210 3.8 3.8 40 0 0 0
Tower 0 33 33 0 50 50 -210 3.8 3.8 40 0 0 0
Tower 0 33 34 0 50 54 -210 3.8 3.8 40 0 0 0
Tower 0 33 35 0 50 58 -210 3.8 3.8 40 0 0 0
Tower 0 33 36 0 50 62 -210 3.8 3.8 40 0 0 0
Tower 0 33 37 0 50 66 -210 3.8 3.8 40 0 0 0
Tower 0 34 5 0 54 -62 -210 3.8 3.8 40 0 0 0
Tower 0 34 6 0 54 -58 -210 3.8 3.8 40 0 0 0
Tower 0 34 7 0 54 -54 -210 3.8 3.8 40 0 0 0
Tower 0 34 8 0 54 -50 -210 3.8 3.8 40 0 0 0
Tower 0 34 9 0 54 -46 -210 3.8 3.8 40 0 0 0
Tower 0 34 10 0 54 -42 -210 3.8 3.8 40 0 0 0
Tower 0 34 11 0 54 -38 -210 3.8 3.8 40 0 0 0
Tower 0 34 12 0 54 -34 -210 3.8 3.8 40 0 0 0
Tower 0 34 13 0 54 -30 -210 3.8 3.8 40 0 0 0
Tower 0 34 14 0 54 -26 -210 3.8 3.8 40 0 0 0
Tower 0 34 15 0 54 -22 -210 3.8 3.8 40 0 0 0
Tower 0 34 16 0 54 -18 -210 3.8 3.8 40 0 0 0
Tower 0 34 17 0 54 -14 -210 3.8 3.8 40 0 0 0
Tower 0 34 18 0 54 -10 -210 3.8 3.8 40 0 0 0
Tower 0 34 19 0 54 -6 -210 3.8 3.8 40 0 0 0
Tower 0 34 20 0 54 -2 -210 3.8 3.8 40 0 0 0
Tower 0 34 21 0 54 2 -210 3.8 3.8 40 0 0 0
Tower 0 34 22 0 54 6 -210 3.8 3.8 40 0 0 0
Tower 0 34 23 0 54 10 -210 3.8 3.8 40 0 0 0
Tower 0 34 24 0 54 14 -210 3.8 3.8 40 0 0 0
Tower 0 34 25 0 54 18 -210 3.8 3.8 40 0 0 0
Tower 0 34 26 0 54 22 -210 3.8 3.8 40 0 0 0
Tower 0 34 27 0 54 26 -210 3.8 3.8 40 0 0 0
Tower 0 34 28 0 54 30 -210 3.8 3.8 40 0 0 0
Tower 0 34 29 0 54 34 -210 3.8 3.8 40 0 0 0
Tower 0 34 30 0 54 38 -210 3.8 3.8 40 0 0 0
Tower 0 34 31 0 54 42 -210 3.8 3.8 40 0 0 0
Tower 0 34 32 0 54 46 -210 3.8 3.8 40 0 0 0
Tower 0 34 33 0 54 50 -210 3.8 3.8 40 0 0 0
Tower 0 34 34 0 54 54 -210 3.8 3.8 40 0 0 0
Tower 0 34 35 0 54 58 -210 3.8 3.8 40 0 0 0
Tower 0 34 36 0 54 62 -210 3.8 3.8 40 0 0 0
Tower 0 35 5 0 58 -62 -210 3.8 3.8 40 0 0 0
Tower 0 35 6 0 58 -58 -210 3.8 3.8 40 0 0 0
Tower 0 35 7 0 58 -54 -210 3.8 3.8 40 0 0 0
Tower 0 35 8 0 58 -50 -210 3.8 3.8 40 0 0 0
Tower 0 35 9 0 58 -46 -210 3.8 3.8 40 0 0 0
Tower 0 35 10 0 58 -42 -210 3.8 3.8 40 0 0 0
Tower 0 35 11 0 58 -38 -210 3.8 3.8 40 0 0 0
Tower 0 35 12 0 58 -34 -210 3.8 3.8 40 0 0 0
Tower 0 35 13 0 58 -30 -210 3.8 3.8 40 0 0 0
Tower 0 35 14 0 58 -26 -210 3.8 3.8 40 0 0 0
Tower 0 35 15 0 58 -22 -210 3.8 3.8 40 0 0 0
Tower 0 35 16 0 58 -18 -210 3.8 3.8 40 0 0 0
Tower 0 35 17 0 58 -14 -210 3.8 3.8 40 0 0 0
Tower 0 35 18 0 58 -10 -210 3.8 3.8 40 0 0 0
Tower 0 35 19 0 58 -6 -210 3.8 3.8 40 0 0 0
Tower 0 35 20 0 58 -2 -210 3.8 3.8 40 0 0 0
Tower 0 35 21 0 58 2 -210 3.8 3.8 40 0 0 0
Tower 0 35 22 0 58 6 -210 3.8 3.8 40 0 0 0
Tower 0 35 23 0 58 10 -210 3.8 3.8 40 0 0 0
Tower 0 35 24 0 58 14 -210 3.8 3.8 40 0 0 0
Tower 0 35 25 0 58 18 -210 3.8 3.8 40 0 0 0
Tower 0 35 26 0 58 22 -210 3.8 3.8 40 0 0 0
Tower 0 35 27 0 58 26 -210 3.8 3.8 40 0 0 0
Tower 0 35 28 0 58 30 -210 3.8 3.8 40 0 0 0
Tower 0 35 29 0 58 34 -210 3.8 3.8 40 0 0 0
Tower 0 35 30 0 58 38 -210 3.8 3.8 40 0 0 0
Tower 0 35 31 0 58 42 -210 3.8 3.8 40 0 0 0
Tower 0 35 32 0 58 46 -210 3.8 3.8 40 0 0 0
Tower 0 35 33 0 58 50 -210 3.8 3.8 40 0 0 0
Tower 0 35 34 0 58 54 -210 3.8 3.8 40 0 0 0
Tower 0 35 35 0 58 58 -210 3.8 3.8 40 0 0 0
Tower 0 35 36 0 58 62 -210 3.8 3.8 40 0 0 0
Tower 0 36 6 0 62 -58 -210 3.8 3.8 40 0 0 0
Tower 0 36 7 0 62 -54 -210 3.8 3.8 40 0 0 0
Tower 0 36 8 0 62 -50 -210 3.8 3.8 40 0 0 0
Tower 0 36 9 0 62 -46 -210 3.8 3.8 40 0 0 0
Tower 0 36 10 0 62 -42 -210 3.8 3.8 40 0 0 0
Tower 0 36 11 0 62 -38 -210 3.8 3.8 40 0 0 0
Tower 0 36 12 0 62 -34 -210 3.8 3.8 40 0 0 0
Tower 0 36 13 0 62 -30 -210 3.8 3.8 40 0 0 0
Tower 0 36 14 0 62 -26 -210 3.8 3.8 40 0 0 0
Tower 0 36 15 0 62 -22 -210 3.8 3.8 40 0 0 0
Tower 0 36 16 0 62 -18 -210 3.8 3.8 40 0 0 0
Tower 0 36 17 0 62 -14 -210 3.8 3.8 40 0 0 0
Tower 0 36 18 0 62 -10 -210 3.8 3.8 40 0 0 0
Tower 0 36 19 0 62 -6 -210 3.8 3.8 40 0 0 0
Tower 0 36 20 0 62 -2 -210 3.8 3.8 40 0 0 0
Tower 0 36 21 0 62 2 -210 3.8 3.8 40 0 0 0
